"id","language","title","description","path_id","search_vector"
156,"en","How to take study breaks","Breaks are important; they help you process the things you've been working on and can also relieve the stress you experience while prepping for quizzes and exams. This path helps you learn how and when to take study breaks in order to maximize your brain power and optimize your study sessions.",161,"'also':22B 'brain':51B 'break':5A,6B,45B 'exam':33B 'experi':27B 'help':10B,36B 'import':8B 'learn':38B 'maxim':49B 'optim':54B 'order':47B 'path':35B 'power':52B 'prep':29B 'process':12B 'quizz':31B 'reliev':23B 'session':57B 'stress':25B 'studi':4A,44B,56B 'take':3A,43B 'thing':14B 've':16B 'work':18B"
76,"en","Habits of highly successful people","This article covers tips on productivity, managing stress, reading habits, planning your schedule, and more, while referencing many of the highly successful people who follow these guidelines daily. Implementing even just one or two of these tips is sure to change your day-to-day routines for the better!",81,"'articl':7B 'better':55B 'chang':46B 'cover':8B 'daili':33B 'day':49B,51B 'day-to-day':48B 'even':35B 'follow':30B 'guidelin':32B 'habit':1A,15B 'high':3A,26B 'implement':34B 'manag':12B 'mani':23B 'one':37B 'peopl':5A,28B 'plan':16B 'product':11B 'read':14B 'referenc':22B 'routin':52B 'schedul':18B 'stress':13B 'success':4A,27B 'sure':44B 'tip':9B,42B 'two':39B"
147,"en","Become a more productive college student","What does overall productivity and wellness look like to me?

A willingness to be productive when no one is around, internal drive to pursue a career, free time each day for leisure, having good physical fitness, not getting sick/ill, and spending time with family or friends regularly. 

The key to this path is to establish some regular tasks you do to keep yourself organized and productive. They should be relatively specific, can be done in an hour or less, must be able to be done more than once, and they must have a deadline.",152,"'abl':88B 'around':26B 'becom':1A 'career':32B 'colleg':5A 'day':36B 'deadlin':100B 'done':80B,91B 'drive':28B 'establish':61B 'famili':50B 'fit':42B 'free':33B 'friend':52B 'get':44B 'good':40B 'hour':83B 'intern':27B 'keep':68B 'key':55B 'leisur':38B 'less':85B 'like':14B 'look':13B 'must':86B,97B 'one':24B 'organ':70B 'overal':9B 'path':58B 'physic':41B 'product':4A,10B,21B,72B 'pursu':30B 'regular':53B,63B 'relat':76B 'sick/ill':45B 'specif':77B 'spend':47B 'student':6A 'task':64B 'time':34B,48B 'well':12B 'willing':18B"
310,"en","Stress relief tips","In this video, you will learn four powerful tips that will help you reduce stress.",331,"'four':10B 'help':15B 'learn':9B 'power':11B 'reduc':17B 'relief':2A 'stress':1A,18B 'tip':3A,12B 'video':6B"
479,"en","Seven ways to boost your self-esteem","The video provided will help boost your self-esteem and gain confidence by following just a few easy steps outlined here for boosting your self-esteem in ways you didnât even know were possible!",522,"'boost':4A,14B,32B 'confid':21B 'didn':40B 'easi':27B 'esteem':8A,18B,36B 'even':42B 'follow':23B 'gain':20B 'help':13B 'know':43B 'outlin':29B 'possibl':45B 'provid':11B 'self':7A,17B,35B 'self-esteem':6A,16B,34B 'seven':1A 'step':28B 'video':10B 'way':2A,38B"
766,"en","Sleep study admin","Sleep study admin",962,"'admin':3A,6B 'sleep':1A,4B 'studi':2A,5B"
780,"en","Sleep study methodology","Sleep study methodology",982,"'methodolog':3A,6B 'sleep':1A,4B 'studi':2A,5B"
733,"en","Test Plan Add not showing up here","Plan not showing up",923,"'add':3A 'plan':2A,6B 'show':5A,8B 'test':1A"
795,"en","Test Plan Image","Test Plan For Image",999,"'imag':3A,7B 'plan':2A,5B 'test':1A,4B"
806,"en","new plan","test",1021,"'new':1A 'plan':2A 'test':3B"
162,"en","Online yoga for complete beginners","Yoga for Complete Beginners! Adriene on YouTube welcomes all levels to start here! Hop on the mat and start to build the foundation of your own yoga practice with this 20 minute home workout video! Enjoy, stay mindful, and find what feels good. 

If you don't have a mat, don't worry! Grab a spot on the grass or carpet and get ready to feel great! This class only takes 20 minutes and is designed for total beginners.",167,"'20':36B,77B 'adrien':10B 'beginn':5A,9B,84B 'build':26B 'carpet':66B 'class':74B 'complet':4A,8B 'design':81B 'enjoy':41B 'feel':47B,71B 'find':45B 'foundat':28B 'get':68B 'good':48B 'grab':59B 'grass':64B 'great':72B 'home':38B 'hop':19B 'level':15B 'mat':22B,55B 'mind':43B 'minut':37B,78B 'onlin':1A 'practic':33B 'readi':69B 'spot':61B 'start':17B,24B 'stay':42B 'take':76B 'total':83B 'video':40B 'welcom':13B 'workout':39B 'worri':58B 'yoga':2A,6B,32B 'youtub':12B"
332,"en","Find events at SMU","Looking for ways to meet people, get involved in campus life, or tips to succeed in your classes? Attend an upcoming event at SMU!",356,"'attend':23B 'campus':14B 'class':22B 'event':2A,26B 'find':1A 'get':11B 'involv':12B 'life':15B 'look':5B 'meet':9B 'peopl':10B 'smu':4A,28B 'succeed':19B 'tip':17B 'upcom':25B 'way':7B"
330,"en","Make an online appointment at the Writing Centre","Looking for some extra help with your writing? Book an online appointment through the Writing Centre.",354,"'appoint':4A,20B 'book':17B 'centr':8A,24B 'extra':12B 'help':13B 'look':9B 'make':1A 'onlin':3A,19B 'write':7A,16B,23B"
172,"en","How to maintain mental and physical health in college","This plan details tips for first-year students to keep up their mental and physical health. These tips are also helpful reminders for students whose college journey is already underway.

Adapted from the BestColleges blog; link here: https://www.bestcolleges.com/blog/mental-physical-health-college/",177,"'/blog/mental-physical-health-college/':50B 'adapt':41B 'alreadi':39B 'also':30B 'bestcolleg':44B 'blog':45B 'colleg':9A,36B 'detail':12B 'first':16B 'first-year':15B 'health':7A,26B 'help':31B 'journey':37B 'keep':20B 'link':46B 'maintain':3A 'mental':4A,23B 'physic':6A,25B 'plan':11B 'remind':32B 'student':18B,34B 'tip':13B,28B 'underway':40B 'whose':35B 'www.bestcolleges.com':49B 'www.bestcolleges.com/blog/mental-physical-health-college/':48B 'year':17B"
529,"en","Tips for going back to school as an older student","Thinking about returning to school, but unsure where to begin or feeling anxious? This plan offers tips to help you start.",573,"'anxious':23B 'back':4A 'begin':20B 'feel':22B 'go':3A 'help':29B 'offer':26B 'older':9A 'plan':25B 'return':13B 'school':6A,15B 'start':31B 'student':10A 'think':11B 'tip':1A,27B 'unsur':17B"
455,"en","How to develop time management skills","Do you stress all day, wanting to get to your tasks but struggle to find the willpower? Check out this podcast from ""The Productivity Show"" to develop skills to become ""functional procrastinators.""",494,"'becom':36B 'check':24B 'day':11B 'develop':3A,33B 'find':21B 'function':37B 'get':14B 'manag':5A 'podcast':27B 'procrastin':38B 'product':30B 'show':31B 'skill':6A,34B 'stress':9B 'struggl':19B 'task':17B 'time':4A 'want':12B 'willpow':23B"
223,"en","How to get the most out of studying","Check out these videos to help improve your study skills in college.

http://www.samford.edu/how-to-study/",228,"'/how-to-study/':23B 'check':9B 'colleg':20B 'get':3A 'help':14B 'improv':15B 'skill':18B 'studi':8A,17B 'video':12B 'www.samford.edu':22B 'www.samford.edu/how-to-study/':21B"
163,"en","How to strengthen your knees","As a teenager I was as active as anyone my age can be in middle and high school. I played
soccer and basketball and swam competitively year round. I also refereed soccer matches
for extra cash that I saved for college. I did not lack any physical activity and my body was
in great shape.

What I did not think about was the strain and beating that my knees were taking during
those intense sprints and long runs. The summer between high school and college I started
to develop pain in both of my knees, which caused trouble when I tried to run 10 miles on a
weekend as a referee. I needed a diagnosis fast so I could continue to referee and play
soccer.

For my diagnosis, I went to a local therapy and sports medicine specialist where they
diagnosed me with patellar tendonitis, a common problem for many athletes as they get
older. Patellar tendonitis weakens the patellar tendon, which aids in stabilizing the patella.

https://www.healthline.com/health/patellar-tendonitis

In college, students should be as active and physically fit as they desire. This was not the
case for me originally. Patellar tendonitis had me out of commission trying to fix years of
damage. I want to share my plan that helped me overcome my knee injuries by
strengthening the patellar tendon.",168,"'/health/patellar-tendonitis':175B '10':109B 'activ':12B,53B,182B 'age':16B 'aid':168B 'also':35B 'anyon':14B 'athlet':156B 'basketbal':28B 'beat':71B 'bodi':56B 'case':193B 'cash':41B 'caus':102B 'colleg':46B,90B,177B 'commiss':203B 'common':152B 'competit':31B 'continu':125B 'could':124B 'damag':209B 'desir':188B 'develop':94B 'diagnos':146B 'diagnosi':120B,133B 'extra':40B 'fast':121B 'fit':185B 'fix':206B 'get':159B 'great':59B 'help':217B 'high':22B,87B 'injuri':222B 'intens':79B 'knee':5A,74B,100B,221B 'lack':50B 'local':138B 'long':82B 'mani':155B 'match':38B 'medicin':142B 'middl':20B 'mile':110B 'need':118B 'older':160B 'origin':196B 'overcom':219B 'pain':95B 'patella':172B 'patellar':149B,161B,165B,197B,226B 'physic':52B,184B 'plan':215B 'play':25B,129B 'problem':153B 'refere':36B,116B,127B 'round':33B 'run':83B,108B 'save':44B 'school':23B,88B 'shape':60B 'share':213B 'soccer':26B,37B,130B 'specialist':143B 'sport':141B 'sprint':80B 'stabil':170B 'start':92B 'strain':69B 'strengthen':3A,224B 'student':178B 'summer':85B 'swam':30B 'take':76B 'teenag':8B 'tendon':150B,162B,166B,198B,227B 'therapi':139B 'think':65B 'tri':106B,204B 'troubl':103B 'want':211B 'weaken':163B 'weekend':113B 'went':135B 'www.healthline.com':174B 'www.healthline.com/health/patellar-tendonitis':173B 'year':32B,207B"
575,"en","How to identify symptoms of obsessive compulsive disorder (OCD)","Obsessive compulsive disorder is a mental disorder that usually appears in late childhood and affects around 1-2% of Canadians. This plan will teach you about the symptoms of this condition and resources for getting help.

Please note: This plan is for self-education purposes only. It is NOT designed to provide or replace professional mental health support or emergency services.",619,"'-2':27B '1':26B 'affect':24B 'appear':19B 'around':25B 'canadian':29B 'childhood':22B 'compuls':7A,11B 'condit':40B 'design':60B 'disord':8A,12B,16B 'educ':54B 'emerg':70B 'get':44B 'health':67B 'help':45B 'identifi':3A 'late':21B 'mental':15B,66B 'note':47B 'obsess':6A,10B 'ocd':9A 'plan':31B,49B 'pleas':46B 'profession':65B 'provid':62B 'purpos':55B 'replac':64B 'resourc':42B 'self':53B 'self-educ':52B 'servic':71B 'support':68B 'symptom':4A,37B 'teach':33B 'usual':18B"
334,"en","Find your peer coach","Do you have questions about beginning your journey at SMU? Connect with your Peer Coach and ask a current SMU student for their advice.",358,"'advic':28B 'ask':21B 'begin':10B 'coach':4A,19B 'connect':15B 'current':23B 'find':1A 'journey':12B 'peer':3A,18B 'question':8B 'smu':14B,24B 'student':25B"
311,"en","Practical tips for dealing with anxiety","This video contains nine practical tips to help you manage and deal with your anxiety.",332,"'anxieti':6A,21B 'contain':9B 'deal':4A,18B 'help':14B 'manag':16B 'nine':10B 'practic':1A,11B 'tip':2A,12B 'video':8B"
734,"en","Plan HA","Plan H",924,"'h':2A,4B 'plan':1A,3B"
767,"en","Health5","Health5",965,"'health5':1A,2B"
781,"en","Wonderland Admin test","Wonderland Admin test",983,"'admin':2A,5B 'test':3A,6B 'wonderland':1A,4B"
796,"en","Test","Test123",1000,"'test':1A 'test123':2B"
807,"en","test1","this is test",1022,"'test':4B 'test1':1A"
552,"en","How to transfer college credits to a university","Want to transfer your hard-earned college credits to university? Use this plan as a starting point.",596,"'colleg':4A,16B 'credit':5A,17B 'earn':15B 'hard':14B 'hard-earn':13B 'plan':22B 'point':26B 'start':25B 'transfer':3A,11B 'univers':8A,19B 'use':20B 'want':9B"
480,"en","10-minute meditation for beginners","The benefits of meditation, specifically mindfulness, can reduce anxiety, improve your health, and make you overall happier. Get started now by watching this 10-minute meditation video!",524,"'10':1A,29B 'anxieti':14B 'beginn':5A 'benefit':7B 'get':23B 'happier':22B 'health':17B 'improv':15B 'make':19B 'medit':3A,9B,31B 'mind':11B 'minut':2A,30B 'overal':21B 'reduc':13B 'specif':10B 'start':24B 'video':32B 'watch':27B"
167,"en","Ten habits of highly effective students","Here are ten habits of highly effective students that cover studying, important routines, notes, and more. 

Adapted from Becton Loveless' article on Education Corner; link here: https://www.educationcorner.com/habits-of-successful-students.html",172,"'/habits-of-successful-students.html':35B 'adapt':23B 'articl':27B 'becton':25B 'corner':30B 'cover':16B 'educ':29B 'effect':5A,13B 'habit':2A,10B 'high':4A,12B 'import':18B 'link':31B 'loveless':26B 'note':20B 'routin':19B 'student':6A,14B 'studi':17B 'ten':1A,9B 'www.educationcorner.com':34B 'www.educationcorner.com/habits-of-successful-students.html':33B"
355,"en","Problem-solving strategies","This video provides tips that will help you improve your problem-solving skills.",379,"'help':11B 'improv':13B 'problem':2A,16B 'problem-solv':1A,15B 'provid':7B 'skill':18B 'solv':3A,17B 'strategi':4A 'tip':8B 'video':6B"
366,"en","Five strategies for improving your critical thinking","This video provides useful tips for improving your critical thinking.",395,"'critic':6A,16B 'five':1A 'improv':4A,14B 'provid':10B 'strategi':2A 'think':7A,17B 'tip':12B 'use':11B 'video':9B"
344,"en","Make an appointment with the Student Health Services","Do you have questions or concerns about your health? Book an appointment with SMUâs Student Health Clinic and connect with doctors and nurses who work to provide quality care.",368,"'appoint':3A,20B 'book':18B 'care':38B 'clinic':26B 'concern':14B 'connect':28B 'doctor':30B 'health':7A,17B,25B 'make':1A 'nurs':32B 'provid':36B 'qualiti':37B 'question':12B 'servic':8A 'smu':22B 'student':6A,24B 'work':34B"
530,"en","Four reasons why returning to school is beneficial","If you're debating whether to return to school or not, here are four reasons why continuing your educational journey can be helpful.",574,"'benefici':8A 'continu':25B 'debat':12B 'educ':27B 'four':1A,22B 'help':31B 'journey':28B 're':11B 'reason':2A,23B 'return':4A,15B 'school':6A,17B 'whether':13B"
180,"en","How to be a white ally in the Black Lives Matter movement","You might want to get involved in the BLM movement but aren't aware of your own personal biases. The gold star mentality, the white savior, and those there for the thrill are unhelpful to this cause.",185,"'alli':6A 'aren':24B 'awar':26B 'bias':31B 'black':9A 'blm':21B 'caus':49B 'get':17B 'gold':33B 'involv':18B 'live':10A 'matter':11A 'mental':35B 'might':14B 'movement':12A,22B 'person':30B 'savior':38B 'star':34B 'thrill':44B 'unhelp':46B 'want':15B 'white':5A,37B"
333,"en","Get involved with a student society at SMU","Looking for a way to meet people, learn new things, and get involved on campus? Join a student society at SMU!",357,"'campus':23B 'get':1A,20B 'involv':2A,21B 'join':24B 'learn':16B 'look':9B 'meet':14B 'new':17B 'peopl':15B 'smu':8A,29B 'societi':6A,27B 'student':5A,26B 'thing':18B 'way':12B"
158,"en","How to organize your life","Organization is a goal in most people's lives, but it is notoriously hard to achieve. This path is a guide to organizing not only your schoolwork and bedroom, but also your priorities and your schedule.",163,"'achiev':21B 'also':36B 'bedroom':34B 'goal':9B 'guid':26B 'hard':19B 'life':5A 'live':14B 'notori':18B 'organ':3A,6B,28B 'path':23B 'peopl':12B 'prioriti':38B 'schedul':41B 'schoolwork':32B"
420,"en","Disclosing and accommodating employees with disabilities","If your disability will not affect your ability to do the job, you are not required to disclose. Here are some tips that will help guide you to your accommodations.",458,"'abil':14B 'accommod':3A,36B 'affect':12B 'disabl':6A,9B 'disclos':1A,24B 'employe':4A 'guid':32B 'help':31B 'job':18B 'requir':22B 'tip':28B"
173,"en","Tips to improve sleep","Most college students struggle with healthy sleep habits. This plans goes over some easy tips to work on today to improve your sleep.

Link to full article: https://students.dartmouth.edu/academic-skills/learning-resources/improving-sleep",178,"'/academic-skills/learning-resources/improving-sleep':34B 'articl':31B 'colleg':6B 'easi':18B 'full':30B 'goe':15B 'habit':12B 'healthi':10B 'improv':3A,25B 'link':28B 'plan':14B 'sleep':4A,11B,27B 'struggl':8B 'student':7B 'students.dartmouth.edu':33B 'students.dartmouth.edu/academic-skills/learning-resources/improving-sleep':32B 'tip':1A,19B 'today':23B 'work':21B"
230,"en","Five-step fitness program","Are you thinking about starting a fitness program? Good for you! You're only five steps away from a healthier lifestyle.

https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness/art-20048269",235,"'/healthy-lifestyle/fitness/in-depth/fitness/art-20048269':29B 'away':22B 'fit':4A,12B 'five':2A,20B 'five-step':1A 'good':14B 'healthier':25B 'lifestyl':26B 'program':5A,13B 're':18B 'start':10B 'step':3A,21B 'think':8B 'www.mayoclinic.org':28B 'www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness/art-20048269':27B"
312,"en","Six mental health tips for stress and anxiety","In this video, learn six simple tips to help yourself through difficult times of stress or anxiety, especially during the pandemic.",333,"'anxieti':8A,25B 'difficult':20B 'especi':26B 'health':3A 'help':17B 'learn':12B 'mental':2A 'pandem':29B 'simpl':14B 'six':1A,13B 'stress':6A,23B 'time':21B 'tip':4A,15B 'video':11B"
306,"en","Five tips to help through depression","Here are some research based tools that can be used in your life to help with depression.",327,"'base':11B 'depress':6A,23B 'five':1A 'help':4A,21B 'life':19B 'research':10B 'tip':2A 'tool':12B 'use':16B"
505,"en","How to buy a car","So youâre ready to take on the streets. Here are some quick and easy tips to buy a car and get on the road.",549,"'buy':3A,23B 'car':5A,25B 'easi':20B 'get':27B 'quick':18B 're':8B 'readi':9B 'road':30B 'street':14B 'take':11B 'tip':21B"
465,"en","How to pick a cell phone carrier","Looking for a new service plan or need to get off your parents' plan? Read this plan for tips on how to choose a cell phone carrier.",505,"'carrier':7A,34B 'cell':5A,32B 'choos':30B 'get':17B 'look':8B 'need':15B 'new':11B 'parent':20B 'phone':6A,33B 'pick':3A 'plan':13B,21B,24B 'read':22B 'servic':12B 'tip':26B"
735,"en","Plan H","Plan H",925,"'h':2A,4B 'plan':1A,3B"
768,"en","Healthh","Health",966,"'health':2B 'healthh':1A"
782,"en","Wonderland Admin test 2","Wonderland Admin test 2",984,"'2':4A,8B 'admin':2A,6B 'test':3A,7B 'wonderland':1A,5B"
797,"en","plan with 2 step","description",1001,"'2':3A 'descript':5B 'plan':1A 'step':4A"
531,"en","Drug and alcohol addiction support","Are you or someone you know suffering from a drug or alcohol addiction? Use this resource to help guide you to a healthier path.",575,"'addict':4A,18B 'alcohol':3A,17B 'drug':1A,15B 'guid':24B 'healthier':28B 'help':23B 'know':11B 'path':29B 'resourc':21B 'someon':9B 'suffer':12B 'support':5A 'use':19B"
168,"en","Studying 101: Study smarter, not harder","This plan goes over strategies for more effective studying. Adapted from UNC Chapel Hill's handout, found here: https://learningcenter.unc.edu/tips-and-tools/studying-101-study-smarter-not-harder/",173,"'/tips-and-tools/studying-101-study-smarter-not-harder/':27B '101':2A 'adapt':16B 'chapel':19B 'effect':14B 'found':23B 'goe':9B 'handout':22B 'harder':6A 'hill':20B 'learningcenter.unc.edu':26B 'learningcenter.unc.edu/tips-and-tools/studying-101-study-smarter-not-harder/':25B 'plan':8B 'smarter':4A 'strategi':11B 'studi':1A,3A,15B 'unc':18B"
184,"en","Go to the Halifax Commons","Referred to as âThe Commonsâ by locals, the Halifax Commons is a great place to relax and unwind. Feeling restless and need a place to go? Follow this guide to find something to keep you busy.",189,"'busi':41B 'common':5A,10B,15B 'feel':24B 'find':36B 'follow':32B 'go':1A,31B 'great':18B 'guid':34B 'halifax':4A,14B 'keep':39B 'local':12B 'need':27B 'place':19B,29B 'refer':6B 'relax':21B 'restless':25B 'someth':37B 'unwind':23B"
231,"en","Well-rounded fitness training routine","Whether you're a novice taking the first steps toward fitness or an exercise fanatic hoping to optimize your results, a well-rounded fitness training program is essential. Include these five elements to create a balanced routine.

https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness-training/art-20044792",236,"'/healthy-lifestyle/fitness/in-depth/fitness-training/art-20044792':47B 'balanc':43B 'creat':41B 'element':39B 'essenti':35B 'exercis':20B 'fanat':21B 'first':14B 'fit':4A,17B,31B 'five':38B 'hope':22B 'includ':36B 'novic':11B 'optim':24B 'program':33B 're':9B 'result':26B 'round':3A,30B 'routin':6A,44B 'step':15B 'take':12B 'toward':16B 'train':5A,32B 'well':2A,29B 'well-round':1A,28B 'whether':7B 'www.mayoclinic.org':46B 'www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness-training/art-20044792':45B"
104,"en","15 tips to manage your time better","These tips for better time management come from a YouTube channel with a target audience of fine living enthusiasts.",109,"'15':1A 'audienc':22B 'better':7A,11B 'channel':18B 'come':14B 'enthusiast':26B 'fine':24B 'live':25B 'manag':4A,13B 'target':21B 'time':6A,12B 'tip':2A,9B 'youtub':17B"
159,"en","Easy ways to exercise","Exercise can be intimidating, especially for those of us who are inexperienced or always busy with studies or work. These steps are really easy to follow and will give you a few simple ways to ensure you are getting enough activity on a daily basis without having to completely rearrange your schedule or purchase an expensive gym membership.",164,"'activ':45B 'alway':18B 'basi':49B 'busi':19B 'complet':53B 'daili':48B 'easi':1A,28B 'enough':44B 'ensur':40B 'especi':9B 'exercis':4A,5B 'expens':60B 'follow':30B 'get':43B 'give':33B 'gym':61B 'inexperienc':16B 'intimid':8B 'membership':62B 'purchas':58B 'realli':27B 'rearrang':54B 'schedul':56B 'simpl':37B 'step':25B 'studi':21B 'us':13B 'way':2A,38B 'without':50B 'work':23B"
150,"en","Two tips to help relieve stress","The goal for this path is to reduce stress by improving fitness, but there are two key aspects that can be involved in this process: Exercise and Diet.",155,"'aspect':24B 'diet':34B 'exercis':32B 'fit':18B 'goal':8B 'help':4A 'improv':17B 'involv':28B 'key':23B 'path':11B 'process':31B 'reduc':14B 'reliev':5A 'stress':6A,15B 'tip':2A 'two':1A,22B"
174,"en","Tips for getting good sleep","Check out these quick tips to help improve the quality of your sleep.

Link to full article: https://studenthealth.oregonstate.edu/health-promotion/sleep/tips-getting-good-sleep",179,"'/health-promotion/sleep/tips-getting-good-sleep':25B 'articl':22B 'check':6B 'full':21B 'get':3A 'good':4A 'help':12B 'improv':13B 'link':19B 'qualiti':15B 'quick':9B 'sleep':5A,18B 'studenthealth.oregonstate.edu':24B 'studenthealth.oregonstate.edu/health-promotion/sleep/tips-getting-good-sleep':23B 'tip':1A,10B"
559,"en","Exploring the trades industries","Do you feel like college isn't or wasn't for you? The trades industry can get you launched into a career with hundreds of options in a quick amount of time.",603,"'amount':34B 'career':26B 'colleg':9B 'explor':1A 'feel':7B 'get':21B 'hundr':28B 'industri':4A,19B 'isn':10B 'launch':23B 'like':8B 'option':30B 'quick':33B 'time':36B 'trade':3A,18B 'wasn':13B"
307,"en","Coping with depression","Depression can happen at any time in your life and major depression can affect more than your mood. Learn the symptoms of depression, treatment options and resources.",328,"'affect':17B 'cope':1A 'depress':3A,4B,15B,26B 'happen':6B 'learn':22B 'life':12B 'major':14B 'mood':21B 'option':28B 'resourc':30B 'symptom':24B 'time':9B 'treatment':27B"
729,"en","plan b","plan a ",919,"'plan':1A,2B"
186,"en","Visit Point Pleasant Park","The life of a university student can be overwhelming, but finding neat places to go on walks or runs keeps you feeling your best. Try exploring Point Pleasant Park, a large park located just off campus. Follow this guide to get there and find new things to see.",191,"'best':28B 'campus':40B 'explor':30B 'feel':26B 'find':15B,48B 'follow':41B 'get':45B 'go':19B 'guid':43B 'keep':24B 'larg':35B 'life':6B 'locat':37B 'neat':16B 'new':49B 'overwhelm':13B 'park':4A,33B,36B 'place':17B 'pleasant':3A,32B 'point':2A,31B 'run':23B 'see':52B 'student':10B 'thing':50B 'tri':29B 'univers':9B 'visit':1A 'walk':21B"
769,"en","Healthh","Health",967,"'health':2B 'healthh':1A"
783,"en","Wonderland Admin test by superadmin","Wonderland Admin test by superadmin",985,"'admin':2A,7B 'superadmin':5A,10B 'test':3A,8B 'wonderland':1A,6B"
798,"en","new plan","new plan",1002,"'new':1A,3B 'plan':2A,4B"
808,"en","test 456","hnkk",1023,"'456':2A 'hnkk':3B 'test':1A"
458,"en","Anxietyâs taking over. Whatâs really going on?","Some might say our bodies and minds werenât quite prepared to deal with the 21st century.

From: https://www.health.harvard.edu/blog/anxiety-what-it-is-what-to-do-2018060113955",497,"'/blog/anxiety-what-it-is-what-to-do-2018060113955':29B '21st':24B 'anxieti':1A 'bodi':13B 'centuri':25B 'deal':21B 'go':8A 'might':10B 'mind':15B 'prepar':19B 'quit':18B 'realli':7A 'say':11B 'take':3A 'weren':16B 'www.health.harvard.edu':28B 'www.health.harvard.edu/blog/anxiety-what-it-is-what-to-do-2018060113955':27B"
224,"en","Improving your memorization","Check out these tips to improve your memorization.

https://www.baylor.edu/support_programs/index.php?id=42437",229,"'/support_programs/index.php?id=42437':14B 'check':4B 'improv':1A,9B 'memor':3A,11B 'tip':7B 'www.baylor.edu':13B 'www.baylor.edu/support_programs/index.php?id=42437':12B"
483,"en","A healthy gut can help improve mental health","âThe way to a manâs heart is through his stomach.â Recent research proves this statement to be quite accurate, linking a serious connection between gut health and symptoms of anxiety and depression.

Article link: https://www.medicalnewstoday.com/articles/322636",527,"'/articles/322636':46B 'accur':28B 'anxieti':39B 'articl':42B 'connect':32B 'depress':41B 'gut':3A,34B 'health':8A,35B 'healthi':2A 'heart':15B 'help':5A 'improv':6A 'link':29B,43B 'man':13B 'mental':7A 'prove':22B 'quit':27B 'recent':20B 'research':21B 'serious':31B 'statement':24B 'stomach':19B 'symptom':37B 'way':10B 'www.medicalnewstoday.com':45B 'www.medicalnewstoday.com/articles/322636':44B"
141,"en","How to maintain a consistent sleep schedule","This path is pretty self explanatory: follow these simple wellness steps and start sleeping more consistently!",146,"'consist':5A,23B 'explanatori':13B 'follow':14B 'maintain':3A 'path':9B 'pretti':11B 'schedul':7A 'self':12B 'simpl':16B 'sleep':6A,21B 'start':20B 'step':18B 'well':17B"
110,"en","Time management tips for busy college students","This article from Purdue University Global lists eight tips to help college student manage their time.

Link to full article: https://www.purdueglobal.edu/blog/student-life/time-management-busy-college-students/",115,"'/blog/student-life/time-management-busy-college-students/':30B 'articl':9B,27B 'busi':5A 'colleg':6A,19B 'eight':15B 'full':26B 'global':13B 'help':18B 'link':24B 'list':14B 'manag':2A,21B 'purdu':11B 'student':7A,20B 'time':1A,23B 'tip':3A,16B 'univers':12B 'www.purdueglobal.edu':29B 'www.purdueglobal.edu/blog/student-life/time-management-busy-college-students/':28B"
352,"en","How to remember peopleâs names","This video will provide helpful tips for remembering individuals' names.",376,"'help':11B 'individu':15B 'name':6A,16B 'peopl':4A 'provid':10B 'rememb':3A,14B 'tip':12B 'video':8B"
338,"en","Mask regulations","Unsure about when and where to wear your mask? Check SMUâs website for updated masking regulations.",362,"'check':12B 'mask':1A,11B,18B 'regul':2A,19B 'smu':13B 'unsur':3B 'updat':17B 'wear':9B 'websit':15B"
308,"en","Tips for managing stress","This animation video provides tips for managing stress as a college student.",329,"'anim':6B 'colleg':15B 'manag':3A,11B 'provid':8B 'stress':4A,12B 'student':16B 'tip':1A,9B 'video':7B"
422,"en","Interviewing for jobs when you have a disability","Interviews can be intimidating enough on their own and having a task of disclosure makes it even more challenging. Here are some tips for interviewing with a disability.",460,"'challeng':27B 'disabl':8A,36B 'disclosur':22B 'enough':13B 'even':25B 'interview':1A,9B,33B 'intimid':12B 'job':3A 'make':23B 'task':20B 'tip':31B"
313,"en","Eight anxiety tips that actually work","This video will provide eight tips for reducing anxiety.",334,"'actual':5A 'anxieti':2A,15B 'eight':1A,11B 'provid':10B 'reduc':14B 'tip':3A,12B 'video':8B 'work':6A"
576,"en","How to identify symptoms of post traumatic stress disorder (PTSD)","In Canada, about 5% to 7% of the population will develop PTSD in their lifetime. Women are more prone to experiencing the condition than men. This plan will teach you about the symptoms of this condition and resources for getting help.

Please note: This plan is for self-education purposes only. It is NOT designed to provide or replace professional mental health support or emergency services.",620,"'5':14B '7':16B 'canada':12B 'condit':33B,46B 'design':66B 'develop':21B 'disord':9A 'educ':60B 'emerg':76B 'experienc':31B 'get':50B 'health':73B 'help':51B 'identifi':3A 'lifetim':25B 'men':35B 'mental':72B 'note':53B 'plan':37B,55B 'pleas':52B 'popul':19B 'post':6A 'profession':71B 'prone':29B 'provid':68B 'ptsd':10A,22B 'purpos':61B 'replac':70B 'resourc':48B 'self':59B 'self-educ':58B 'servic':77B 'stress':8A 'support':74B 'symptom':4A,43B 'teach':39B 'traumat':7A 'women':26B"
